X,Y,OBJECTID_12_13,Plant_ID,Plant_Alias,Plant_Label,MW,Gross_MWh,Net_MWh,General_Fuel,Status,STEP_License_Status,Gen_Count,Initial_Start_Date,Online_Year,Retire_Date,Docket_ID,CEC_Sited_Flag,STEP_Project_Type,REAT_ID,WREGIS_ID,County,State_,Peaker,Renewable_Energy,CEC_Jurisdictional_Plant,CEC_Data_Source,Wind_Resource,LRA,Sub_Area,Service_Area,Service_Category,Caliso_Balancing_Authorities,Air_District,Air_Basin,Quad,Senate_District,Assembly_District,Congressional_District,CES30_PercentileRange,CES30_Percentile,Website,CEC_Link,Aerial,C_Comments,Longitude,Latitude,Elevation,Operation_Job,Property_Tax,Capacity_Factor,Income_Percent,Project_Location,Creator,Creator_Date,Last_Editor,Last_Editor_Date,GlobalID
-121.863859323875971,38.019500000662262,1181,S0343,,Columbia Solar (Columbia) - RAM 2,19,39371,39371,Solar,Operating,,1,2015-08-01T00:00:00.000Z,2015,,,N,,C-7,,Contra Costa,CA,0,1,0,,,Greater Bay,Pittsburgh / Oakland,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Antioch North,Senate District 7,Assembly District 14,Congressional District 11,75-80%,78,,,"<a href="""">Google Earth</a>",,-121.86385932,38.0195,8.012045,,,0.235901,111,Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,442eb459-3384-4498-ae8e-627ae2691f9e
-122.059737233829281,37.97247386523712,1182,G0101,"Chevron - Concord; Chevron Computer Center; Chevron USA (Concord)",Chevron Concord,3.1,,,Gas,Operating,Withdrawn,1,1988-06-01T00:00:00.000Z,1988,2010-07-27T00:00:00.000Z,"07-SPPE-01
",Y,SPPE,B-7,,Contra Costa,CA,0,0,1,QFER,,Greater Bay,Pittsburgh / Oakland,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Walnut Creek,Senate District 7,Assembly District 14,Congressional District 11,70-75%,72,,,"<a href=""https://earth.google.com/web/@37.9726394,-122.0596503,7.74982338a,811.7392233d,35y,0h,45t,0r/data=CjoaOBIyCgAZieamcn_8QkAhlex9T9GDXsAqHDM3wrA1OCcyMS41Ik4gMTIywrAwMyczNC43IlcYAiABKAI"">Google Earth</a>",Applicant: Chevron. AFC filing date: 6/22/2007. Withdrawn date: 10/8/2008.,-122.05973723,37.97247387,8.709044,,,,83,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,af33a00b-9632-43ab-b3e3-a52027645645
-122.013232681083139,37.965108674969393,1183,G0160,Cowell Swim Center,City of Concord,0.105,,,Gas,Operating,,,,,,,N,,B-7,,Contra Costa,CA,,0,0,,,Greater Bay,Pittsburgh / Oakland,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Walnut Creek,Senate District 7,Assembly District 14,Congressional District 11,15-20%,16,,,"<a href=""https://earth.google.com/web/@37.9651086,-122.0132328,39.36082652a,811.82982085d,35y,0h,45t,0r/data=CjoaOBIyCgAZTwu5rYj7QkAhAs9iztiAXsAqHDM3wrA1Nyc1NC40Ik4gMTIywrAwMCc0Ny42IlcYAiABKAI"">Google Earth</a>",,-122.01323268,37.96510867,38.524616,,,,117,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,fe9210f9-3e83-428d-a08c-59f9936826d3
-122.011929590171604,37.965265946501596,1184,G0301,,Evergreen Concord Peaker,50,,,Gas,Unknown,Withdrawn,,,,,"01-AFC-09
",Y,AFC,,,Contra Costa,CA,,0,1,,,Greater Bay,Pittsburgh / Oakland,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Walnut Creek,Senate District 7,Assembly District 14,Congressional District 11,15-20%,16,,,"<a href=""https://earth.google.com/web/@37.9661847,-122.0154256,36.20176823a,811.81849607d,35y,0h,45t,0r/data=CjoaOBIyCgAZojK08Kv7QkAhW-Gnu_yAXsAqHDM3wrA1Nyc1OC4zIk4gMTIywrAwMCc1NS41IlcYAiABKAI"">Google Earth</a>",CECG150,-122.01192959,37.96526595,39.921154,,,,117,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,673713d0-733e-4d1a-bf36-6795f70d3e44
-121.664054184246893,37.818170245960786,1185,W0321, ,Winddriven,34.7,,,Wind,Unknown,,,,,,,N,,C-7,,Contra Costa,CA,,1,0,QFER,Altamont,Greater Bay,Contra Costa,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Byron Hot Springs,Senate District 7,Assembly District 14,Congressional District 11,1-5% (lowest scores),2,,,"<a href="""">Google Earth</a>",,-121.66405418,37.81817025,86.623944,,,,270,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,6b554925-73f0-4fa1-b483-f88fc5cdd97c
-121.730818632206649,37.802119065588784,1186,W0334,Tres Vaqueros Wind Farms Llc,Tres Vaqueros,28.8,,,Wind,Unknown,,,,,,,N,,C-7,,Contra Costa,CA,,1,0,QFER,Altamont,Greater Bay,Contra Costa,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Byron Hot Springs,Senate District 7,Assembly District 14,Congressional District 11,1-5% (lowest scores),2,,,"<a href="""">Google Earth</a>",,-121.73081863,37.80211907,156.457310,,,,270,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,6a453e1d-dae0-4dfd-8289-4e7c41ac7e46
-121.667804083580677,37.82876334046675,1187,W0335,Northwind Energy,Northwind Vaquero,13,,,Wind,Unknown,,,,,,,N,,C-7,,Contra Costa,CA,,1,0,QFER,Altamont,Greater Bay,Contra Costa,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Byron Hot Springs,Senate District 7,Assembly District 14,Congressional District 11,1-5% (lowest scores),2,,,"<a href="""">Google Earth</a>",Location unsure,-121.66780408,37.82876334,104.654957,,,,270,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,b6ef95d6-3846-4845-9666-8baf8ae376d0
-121.671104311350376,37.799826715780242,1188,W0344,Altamont Infrastructure Company - 06W146D,Altamont 06W146D,1.5,,,Wind,Unknown,,,,,,,N,,C-7,,Contra Costa,CA,,1,0,QFER,Altamont,Greater Bay,Contra Costa,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Byron Hot Springs,Senate District 7,Assembly District 14,Congressional District 11,55-60%,56,,,"<a href="""">Google Earth</a>",Location unsure,-121.67110431,37.79982672,210.219529,,,,118,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,5c03dd39-6de3-4386-b0d7-2ecbe2f14113
-121.646347441194663,37.797251771452025,1189,W0345,Altamont Infrastructure Company - 06W148,Altamont 06W148,65.1,,,Wind,Unknown,,,,,,,N,,C-7,,Contra Costa,CA,,1,0,QFER,Altamont,Greater Bay,Contra Costa,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Byron Hot Springs,Senate District 7,Assembly District 14,Congressional District 11,55-60%,56,,,"<a href="""">Google Earth</a>",Location unsure,-121.64634744,37.79725177,258.491800,,,,118,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,6bb4f46c-fd7a-4293-be93-28ce5c9d9193
-121.723122490433383,37.788844168682559,1190,W0394,"Vasco Winds; Uswpjr_2_Units",Vasco,78.2,210358,210358,Wind,Operating,,1,1988-01-01T00:00:00.000Z,1988,,,N,,C-7,W2401,Contra Costa,CA,0,1,0,WPRS,Altamont,Greater Bay,Contra Costa,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Byron Hot Springs,Senate District 7,Assembly District 14,Congressional District 11,1-5% (lowest scores),2,,,"<a href="""">Google Earth</a>",,-121.72312249,37.78884417,372.837757,,,0.306239,270,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,62838264-96f4-4446-98ba-637c25de6227
-121.665594962658346,37.799751113951537,1191,W0425,,Buena Vista Wind 1,75,,,Wind,Non-Operational,,,,,,,N,,C-7,,Contra Costa,CA,,1,0,,Altamont,Greater Bay,Contra Costa,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Byron Hot Springs,Senate District 7,Assembly District 14,Congressional District 11,55-60%,56,,,"<a href="""">Google Earth</a>",,-121.66559496,37.79975111,256.875573,,,,118,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,dfb29278-aa1d-43cd-9a77-650a5d99041e
-121.658394619734381,37.808680231826855,1192,W0426,"Buena Vista Energy LLC; Buena Vista Energy Windfarm; Buena Vista Repower Wind",Buena Vista Wind 2,38,98291.390000,98291,Wind,Operating,,1,2005-05-01T00:00:00.000Z,2005,,,N,,C-7,W165,Contra Costa,CA,0,1,0,WPRS,Altamont,Greater Bay,Contra Costa,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Byron Hot Springs,Senate District 7,Assembly District 14,Congressional District 11,55-60%,56,,,"<a href="""">Google Earth</a>",,-121.65839462,37.80868023,135.715573,,,0.294468,118,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,4043b125-b812-4327-82a5-af145be5ce8f
-121.844832729874625,38.017322070598254,1193,G0783,"Delta LLC; Delta-Calpine; Delta Energy Facility Calpine; Delta Energy Center (Calpine/Bechtel Pittsburg) Power Plant Project",Delta Energy,860.2,3180971.120000,3081665,Gas,Operating,Operational,4,2002-05-01T00:00:00.000Z,2002,,"98-AFC-03, 98-AFC-03C
",Y,AFC,C-7,,Contra Costa,CA,0,0,1,QFER,,Greater Bay,Pittsburgh / Oakland,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Antioch North,Senate District 7,Assembly District 11,Congressional District 11,80-85%,85,,"<a href=""http://www.energy.ca.gov/sitingcases/delta/index.html"">Siting Case</a>","<a href=""https://www.google.com/maps/place/38%C2%B001'06.2%22N+121%C2%B050'41.7%22W/@38.0175306,-121.8455528,484m/data=!3m1!1e3!4m2!3m1!1s0x0:0x0"">Google Map</a>",,-121.84483273,38.01732207,6.806769,34,0,0.407844,66,Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,69e25c89-9358-4d67-a8cf-557320299e0a
-121.859550142922274,38.004553909064867,1194,S9017,,College District Contra Costa Community 2,1,1622,1622,Solar,Operating,,1,2012-01-01T00:00:00.000Z,2012,,,N,,C-7,,Contra Costa,CA,0,1,0,QFER,,Greater Bay,Pittsburgh / Oakland,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Antioch North,Senate District 7,Assembly District 11,Congressional District 11,75-80%,78,,,"<a href="""">Google Earth</a>",,-121.85955014,38.00455391,25.590632,,,0.184654,104,Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,2d0a8954-ce04-4ea4-92d8-58888e0e240e
-121.862412377069688,38.004317265808524,1195,S9118,,Contra Costa Community College - Los Medanos,1.2,2003,2003,Solar,Operating,,1,2012-01-01T00:00:00.000Z,2012,,,N,,C-7,,Contra Costa,CA,0,1,0,QFER,,Greater Bay,Pittsburgh / Oakland,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Antioch North,Senate District 7,Assembly District 11,Congressional District 11,75-80%,78,,,"<a href="""">Google Earth</a>",,-121.86241238,38.00431727,25.639667,,,0.190024,104,Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,3087443a-0edc-46d9-8860-c45bf0b1419e
-122.383088708673426,37.967264287130327,1196,E0216,West Contra Costa Sanitary Landfill,W Contra Costa,2,,,Landfill Gas,Operating,,,,,,,N,,B-7,,Contra Costa,CA,,1,0,,,Greater Bay,Pittsburgh / Oakland,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,San Quentin,Senate District 9,Assembly District 15,Congressional District 11,90-95%,92,,,"<a href=""https://earth.google.com/web/@37.9658639,-122.38415,15.27846356a,811.82132726d,35y,0h,45t,0r/data=CjoaOBIyCgAZiXGjbaH7QkAhibDh6ZWYXsAqHDM3wrA1Nyc1Ny4xIk4gMTIywrAyMycwMi45IlcYAiABKAI"">Google Earth</a>",,-122.38308871,37.96726429,1.720400,,,,54,Low Income and Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,37ced03b-9d24-4a49-8417-22d79e8c8c56
-122.376486369525381,37.968395506396888,1197,E0137,Nove Investments,Nove,3,1208.010000,620,Landfill Gas,Operating,,3,1985-12-01T00:00:00.000Z,1985,,,N,,B-7,,Contra Costa,CA,0,1,0,QFER,,Greater Bay,Pittsburgh / Oakland,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,San Quentin,Senate District 9,Assembly District 15,Congressional District 11,75-80%,76,,,"<a href=""https://earth.google.com/web/@37.9684011,-122.3764972,5.13555247a,811.79018422d,35y,0h,45t,0r/data=CjoaOBIyCgAZifQ2kfT7QkAhRkK2hxiYXsAqHDM3wrA1OCcwNi4yIk4gMTIywrAyMiczNS40IlcYAiABKAI"">Google Earth</a>",,-122.37648637,37.96839551,1.720242,,,0.023528,121,Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,3ba43abc-4b33-45dc-9d33-c705682e5da1
-122.390899999778881,37.941799999735956,1198,G0104,"Richmond; Richmond Refinery; Chevron Richmond",Richmond Cogen,165.68,913793.010000,900104,Gas,Operating,Operational,8,1936-01-01T00:00:00.000Z,1936,2006-01-31T00:00:00.000Z,"86-SPPE-01, 86-SPPE-01C
",Y,SPPE,B-7,,Contra Costa,CA,0,0,1,QFER,,Greater Bay,Pittsburgh / Oakland,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,San Quentin,Senate District 9,Assembly District 15,Congressional District 11,65-70%,65,,"<a href=""http://www.energy.ca.gov/sitingcases/pre1999_page/index.php?xkm=ajdkha2385duhkasd168dsasjd5598fhajkhs"">Siting Case</a>","<a href=""https://earth.google.com/web/@37.94253592,-122.39162096,5.53649974a,1003.93660374d,35y,316.85435527h,60t,0r/data=CjoaOBIyCgAZq26a44H4QkAhoYSZtv-YXsAqHDM3wrA1NicyOS4zIk4gMTIywrAyMycyNi4yIlcYAiABKAI"">Google Earth</a>",,-122.3909,37.9418,5.434430,7,11855813,0.618487,136,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,147abec1-6cb1-4a8f-ae19-14b9bc2d9c20
-122.379649236940111,37.967003381370866,1199,S9093,,Wastewater District West County,1,1635,1635,Solar,Operating,,1,2012-01-01T00:00:00.000Z,2012,,,N,,B-7,,Contra Costa,CA,0,1,0,QFER,,Greater Bay,Pittsburgh / Oakland,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,San Quentin,Senate District 9,Assembly District 15,Congressional District 11,90-95%,92,,,"<a href="""">Google Earth</a>",,-122.37964924,37.96700338,2.330000,,,0.186134,54,Low Income and Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,771f3656-a8ad-4ed8-ac78-73e7729ea637
-122.385356849148565,37.931173956028843,1200,S9065,,General Chemical Corp/Chevron Energy Solutions,1,1622,1622,Solar,Operating,,1,2012-01-01T00:00:00.000Z,2012,,,N,,B-7,,Contra Costa,CA,0,1,0,QFER,,Greater Bay,Pittsburgh / Oakland,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,San Quentin,Senate District 9,Assembly District 15,Congressional District 11,65-70%,65,,,"<a href="""">Google Earth</a>",,-122.38535685,37.93117396,4.247750,,,0.184654,136,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,918bdbf0-dbb3-4287-ab1f-bef726c4a6a3
-122.335128194643445,37.952167343500918,1201,G0062,Brookside Hospital,Brookside Hosp.,0.949,,,Gas,Operating,,,,,,,N,,B-7,,Contra Costa,CA,,0,0,,,Greater Bay,Pittsburgh / Oakland,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Richmond,Senate District 9,Assembly District 15,Congressional District 11,70-75%,73,,,"<a href=""https://earth.google.com/web/@37.9521672,-122.3351283,32.35518221a,811.98837048d,35y,0h,45t,0r/data=CjoaOBIyCgAZdSlkneD5QkAhsx34vXKVXsAqHDM3wrA1NycwNy44Ik4gMTIywrAyMCcwNi41IlcYAiABKAI"">Google Earth</a>",,-122.33512819,37.95216734,25.629428,,,,56,Low Income,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,a848656e-d84d-4593-b945-401bc0dda161
-122.367828301104637,37.945020274936319,1202,G0153,,Richmond Refinery,140,,,Gas,Unknown,Withdrawn,,,,,"90-AFC-02
",Y,AFC,,,Contra Costa,CA,,0,1,,,Greater Bay,Pittsburgh / Oakland,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Richmond,Senate District 9,Assembly District 15,Congressional District 11,65-70%,65,,,"<a href=""https://earth.google.com/web/@37.9449878,-122.3677392,4.89089729a,812.07614117d,35y,0h,45t,0r/data=CjoaOBIyCgAZOw84XPX4QkAhQl3_CYmXXsAqHDM3wrA1Nic0Mi4wIk4gMTIywrAyMicwMy45IlcYAiABKAI"">Google Earth</a>",CECG058. Applicant: Chevron. AFC filing date: 6/1/1990. Withdrawn date: 3/7/1991.,-122.3678283,37.94502027,6.142353,,,,136,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,c71f7ca3-ab96-46b0-915f-993adb9667cd
-122.374270036922638,37.94183854157167,1203,G0465,Chevron Richmond Refinery Modernization,Chevron Richmond,99,,,Gas,Non-Operational,Withdrawn,,,,,"86-SPPE-01
",Y,SPPE,,,Contra Costa,CA,,0,1,,,Greater Bay,Pittsburgh / Oakland,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Richmond,Senate District 9,Assembly District 15,Congressional District 11,65-70%,65,,,"<a href=""https://earth.google.com/web/@37.9444617,-122.37427,6.55184485a,812.08180385d,35y,0h,45t,0r/data=CjoaOBIyCgAZi-n4HuT4QkAh7ncoCvSXXsAqHDM3wrA1Nic0MC4xIk4gMTIywrAyMicyNy40IlcYAiABKAI"">Google Earth</a>",CECG004. Applicant: Chevron,-122.37427004,37.94183854,4.106189,,,,136,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,4786480c-b85e-49df-9f1e-ef3f858785f1
-122.11514414084813,38.033694064304306,1204,G0494,"Rhone-Poulenc - Stauffer Chemical; Martinez Regen Sulfuric Acid Plant",Rhone-Poulenc - Stauffer Chemical,4,12289,12289,Gas,Operating,,1,1978-01-01T00:00:00.000Z,1978,,,N,,B-7,,Contra Costa,CA,0,0,0,QFER,,Greater Bay,Pittsburgh / Oakland,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Vine Hill,Senate District 3,Assembly District 14,Congressional District 5,75-80%,79,,,"<a href=""https://www.google.com/maps/place/38%C2%B002'01.6%22N+122%C2%B006'54.4%22W/@38.033782,-122.1173081,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d38.0337778!4d-122.1151194"">Google Earth</a>",,-122.11514414,38.03369406,23.923698,,,0.349755,108,Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,c1d8e9a1-33f4-4383-9e9b-2e06e2b227df
-122.11202290770332,38.015282665564328,1205,G0755,"Shell Oil Refinery (Equilon); Shell Cogeneration",Martinez Refining,220,824161,810851,Gas,Operating,Operational,6,1995-11-01T00:00:00.000Z,1995,,"93-SPPE-01, 93-SPPE-01C
",Y,SPPE,B-7,,Contra Costa,CA,0,0,1,QFER,,Greater Bay,Pittsburgh / Oakland,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Vine Hill,Senate District 3,Assembly District 14,Congressional District 5,75-80%,79,,"<a href=""http://www.energy.ca.gov/sitingcases/pre1999_page/index.php?xkm=ajdkha2385duhkasd145dsasjd5598fhajkhs"">Siting Case</a>","<a href=""https://www.google.com/maps/place/31+Bridgehead+Rd,+Martinez,+CA+94553/@38.0267294,-122.1170524,242m/data=!3m1!1e3!4m2!3m1!1s0x80856f656293f921:0x32b43cbb17ec8c12"">Google Map</a>",,-122.11202291,38.01528267,16.461076,4,2570094,0.419591,108,Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,1c28e02b-abda-447a-9912-cec1d250bea2
-122.215595238696295,38.057126265178425,1206,G0161,Crockett Cogen,Crockett,247.4,1409293,1371979,Gas,Operating,Operational,1,1995-12-01T00:00:00.000Z,1995,,"1992-AFC-01, 1992-AFC-01C",Y,AFC,B-7,,Contra Costa,CA,0,0,1,QFER,,Greater Bay,Pittsburgh / Oakland,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Benicia,Senate District 3,Assembly District 14,Congressional District 5,30-35%,32,,"<a href=""http://www.energy.ca.gov/sitingcases/pre1999_page/index.php?xkm=ajdkha2385duhkasd153dsasjd5598fhajkhs"">Siting Case</a>","<a href=""https://www.google.com/maps/place/598+Loring+Ave,+Crockett,+CA+94525/@38.0570448,-122.2160567,289m/data=!3m1!1e3!4m2!3m1!1s0x808571837dd9e1f3:0xeba6bff6a88f6c35"">Google Map</a>",,-122.21559524,38.05712627,3.744225,10,1362910,0.631329,142,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,c76b0d60-25a2-4eb5-92d2-eeddf77c5a71
-122.219040141521347,38.057265894846203,1207,G0509,C & H Sugar Disposal Site,C & H Sugar,10,46665,46665,Gas,Operating,,3,1957-10-01T00:00:00.000Z,1957,2008-11-01T00:00:00.000Z,,N,,B-7,,Contra Costa,CA,0,0,0,QFER,,Greater Bay,Pittsburgh / Oakland,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Benicia,Senate District 3,Assembly District 14,Congressional District 5,30-35%,32,,,"<a href="""">Google Earth</a>",,-122.21904014,38.05726589,3.029443,,,0.531250,142,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,945c164e-70c8-4ead-9ad8-5a2abe26885b
-122.236332475339751,38.019533513993409,1208,G0630,"Tosco SFAR Carbon; Contra Costa Carbon Plant; Unocal Chemical Division",Tosco SFAR Carbon,27.3,145091,126787,Gas,Operating,,1,1983-02-01T00:00:00.000Z,1983,,,N,,B-7,,Contra Costa,CA,0,0,0,QFER,,Greater Bay,Pittsburgh / Oakland,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Benicia,Senate District 3,Assembly District 14,Congressional District 5,50-55%,51,,,"<a href="""">Google Earth</a>",,-122.23633248,38.01953351,39.384988,,,0.528713,131,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,ded1dac0-3723-489d-a476-31c68949d985
-122.255036819074903,38.043741575817172,1209,G0632,,San Francisco Refinery,51,406551,390028,Gas,Operating,,1,1987-05-01T00:00:00.000Z,1987,,,N,,B-7,,Contra Costa,CA,0,0,0,QFER,,Greater Bay,Pittsburgh / Oakland,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Mare Island,Senate District 9,Assembly District 14,Congressional District 5,80-85%,81,,,"<a href="""">Google Earth</a>",,-122.25503682,38.04374158,19.678925,,,0.870629,97,Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,63d86da2-afa8-4109-8bbe-37c96d9cc69f
-120.064663251796048,38.686593438359317,1210,G0801,Kirkwood Ski Resort,Kirkwood Meadows,7.15,15404,15319,Gas,Operating,,10,1972-01-01T00:00:00.000Z,1972,2011-12-31T00:00:00.000Z,,N,,D-6,,Alpine,CA,0,0,0,QFER,,,,Kirkwood Meadows Public Utility District,IOU,CALISO,Great Basin Unified Air Pollution Control District,Great Basin Valleys,Caples Lake,Senate District 1,Assembly District 5,Congressional District 4,15-20%,16,,,"<a href="""">Google Earth</a>",,-120.06466325,38.68659344,2387.291042,,,0.243911,86,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,1854b9a3-2185-4669-b602-89e330494940
-120.746475900230962,39.003239208581157,1211,H0374,Oxbow PH,Oxbow,6,26245,25894,Hydro,Operating,,1,1966-10-01T00:00:00.000Z,1966,,,N,,D-6,,El Dorado,CA,0,1,0,QFER,,Sierra,Drum-Rio Oso,Pacific Gas & Electric Company,IOU,CALISO,El Dorado County Air Quality Management District,Mountain Counties,Michigan Bluff,Senate District 1,Assembly District 5,Congressional District 4,20-25%,23,,,"<a href="""">Google Earth</a>",,-120.7464759,39.00323921,342.583798,,,0.491310,103,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,d5b5f5d2-130f-439f-900e-8bb10cdb6a85
-120.907128436002708,38.930384382472965,1212,H0086,Canyon Creek,Eagle,0.55,,,Hydro,Non-Operational,,,,,,,N,,C-6,,El Dorado,CA,,1,0,,,Sierra,Drum-Rio Oso,Pacific Gas & Electric Company,IOU,CALISO,El Dorado County Air Quality Management District,Mountain Counties,Greenwood,Senate District 1,Assembly District 5,Congressional District 4,20-25%,23,,,"<a href="""">Google Earth</a>",,-120.90712844,38.93038438,669.995869,,,,103,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,ee4c971d-5b7e-40b9-a3ac-e28ee8455401
